<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019-10-17	10:18:00	106565	106590	106530	106575	4400	17194	5
2019-10-17	10:19:00	106575	106610	106515	106535	4643	18506	5
2019-10-17	10:20:00	106530	106535	106460	106480	7128	25884	5
2019-10-17	10:21:00	106485	106550	106480	106550	2696	9443	5
2019-10-17	10:22:00	106550	106620	106490	106495	8856	32021	5
2019-10-17	10:23:00	106500	106535	106475	106515	3245	12364	5
2019-10-17	10:24:00	106515	106515	106450	106465	4054	15653	5
2019-10-17	10:25:00	106470	106580	106455	106570	5332	21419	5
2019-10-17	10:26:00	106565	106610	106545	106575	4275	16788	5
2019-10-17	10:27:00	106570	106600	106565	106570	1950	7552	5
2019-10-17	10:28:00	106570	106575	106490	106535	3900	15861	5
2019-10-17	10:29:00	106530	106565	106500	106535	2266	10188	5
2019-10-17	10:30:00	106535	106650	106485	106615	10304	40960	5
2019-10-17	10:31:00	106620	106675	106560	106635	9208	34043	5
2019-10-17	10:32:00	106630	106665	106585	106650	4862	19703	5
2019-10-17	10:33:00	106645	106765	106550	106560	17538	67894	5
2019-10-17	10:34:00	106560	106570	106450	106480	10931	42105	5
2019-10-17	10:35:00	106475	106550	106360	106385	14874	54442	5
2019-10-17	10:36:00	106385	106490	106375	106425	9195	35102	5
2019-10-17	10:37:00	106425	106520	106420	106485	6116	22772	5
2019-10-17	10:38:00	106490	106510	106415	106420	3890	15258	5
2019-10-17	10:39:00	106420	106425	106315	106340	10273	36924	5
2019-10-17	10:40:00	106340	106340	106255	106315	10455	37929	5
2019-10-17	10:41:00	106315	106355	106295	106345	5600	21850	5
2019-10-17	10:42:00	106345	106360	106215	106225	9137	33968	5
2019-10-17	10:43:00	106225	106315	106205	106275	7450	26869	5
2019-10-17	10:44:00	106275	106315	106230	106290	4610	17776	5
2019-10-17	10:45:00	106290	106425	106270	106395	13278	48582	5
2019-10-17	10:46:00	106390	106440	106375	106400	5639	21151	5
2019-10-17	10:47:00	106405	106450	106395	106425	4008	15178	5
2019-10-17	10:48:00	106425	106590	106420	106490	13075	44708	5
2019-10-17	10:49:00	106490	106510	106415	106500	6036	21517	5
2019-10-17	10:50:00	106500	106575	106480	106505	8553	30127	5
2019-10-17	10:51:00	106505	106615	106485	106610	5755	20938	5
2019-10-17	10:52:00	106610	106700	106565	106605	10597	40802	5
2019-10-17	10:53:00	106605	106645	106575	106585	3659	15179	5
2019-10-17	10:54:00	106590	106635	106575	106630	2148	8398	5
2019-10-17	10:55:00	106635	106665	106585	106610	5073	18868	5
2019-10-17	10:56:00	106610	106630	106545	106575	4870	17397	5
2019-10-17	10:57:00	106575	106580	106540	106555	2550	9062	5
2019-10-17	10:58:00	106550	106550	106485	106525	5033	17171	5
2019-10-17	10:59:00	106525	106635	106505	106585	6156	21411	5
2019-10-17	11:00:00	106585	106595	106510	106520	3635	12298	5
2019-10-17	11:01:00	106525	106540	106405	106410	9602	32528	5
2019-10-17	11:02:00	106410	106455	106405	106435	3585	12733	5
2019-10-17	11:03:00	106430	106480	106425	106440	2833	9684	5
2019-10-17	11:04:00	106440	106445	106350	106380	7210	24401	5
2019-10-17	11:05:00	106375	106440	106330	106345	8460	28903	5
2019-10-17	11:06:00	106340	106385	106310	106370	6196	24551	5
2019-10-17	11:07:00	106375	106420	106300	106305	5958	21636	5
2019-10-17	11:08:00	106305	106325	106260	106300	7000	26894	5
2019-10-17	11:09:00	106295	106310	106215	106280	8296	30806	5
2019-10-17	11:10:00	106275	106345	106220	106265	8263	30734	5
2019-10-17	11:11:00	106265	106290	106235	106255	2708	9168	5
2019-10-17	11:12:00	106255	106320	106250	106250	3734	12233	5
2019-10-17	11:13:00	106255	106315	106190	106280	8705	31749	5
2019-10-17	11:14:00	106280	106385	106250	106360	8595	31737	5
2019-10-17	11:15:00	106360	106420	106350	106415	8228	29842	5
2019-10-17	11:16:00	106415	106465	106405	106430	7498	26481	5
2019-10-17	11:17:00	106430	106445	106375	106395	4616	17566	5
2019-10-17	11:18:00	106400	106400	106270	106325	8083	26670	5
2019-10-17	11:19:00	106325	106355	106235	106295	5931	22197	5
2019-10-17	11:20:00	106290	106295	106205	106255	7269	26361	5
2019-10-17	11:21:00	106255	106350	106220	106325	5633	21521	5
2019-10-17	11:22:00	106325	106340	106275	106280	2858	13009	5
2019-10-17	11:23:00	106275	106315	106225	106250	4861	19448	5
2019-10-17	11:24:00	106250	106310	106205	106235	4891	18834	5
2019-10-17	11:25:00	106235	106240	106105	106155	13210	48745	5
2019-10-17	11:26:00	106160	106185	106125	106160	3941	15247	5
2019-10-17	11:27:00	106160	106170	106090	106125	4442	16905	5
2019-10-17	11:28:00	106125	106135	106070	106080	4014	15102	5
2019-10-17	11:29:00	106085	106140	106065	106135	4330	16381	5
2019-10-17	11:30:00	106130	106140	105950	106050	14616	60014	5
2019-10-17	11:31:00	106055	106060	105965	106030	5046	18521	5
2019-10-17	11:32:00	106030	106035	105925	105940	7544	35096	5
2019-10-17	11:33:00	105940	105970	105915	105935	4561	19486	5
2019-10-17	11:34:00	105940	106030	105935	105980	5548	21737	5
2019-10-17	11:35:00	105980	105990	105880	105895	9077	35823	5
2019-10-17	11:36:00	105895	105975	105885	105975	3817	14892	5
2019-10-17	11:37:00	105970	105985	105930	105940	3063	12899	5
2019-10-17	11:38:00	105945	106010	105935	105975	3432	12901	5
2019-10-17	11:39:00	105975	106065	105975	106030	6025	21057	5
2019-10-17	11:40:00	106025	106055	105995	106045	3360	11571	5
2019-10-17	11:41:00	106050	106055	106030	106045	1554	6223	5
2019-10-17	11:42:00	106050	106165	106050	106135	9732	35777	5
2019-10-17	11:43:00	106140	106195	106085	106100	7253	25382	5
2019-10-17	11:44:00	106100	106115	106050	106055	3384	12894	5
2019-10-17	11:45:00	106055	106090	105980	105990	6098	22730	5
2019-10-17	11:46:00	105990	106025	105960	106005	6314	23861	5
2019-10-17	11:47:00	106005	106030	105965	105985	2597	11200	5
2019-10-17	11:48:00	105985	105995	105885	105965	7654	27658	5
2019-10-17	11:49:00	105970	105980	105815	105835	10207	42321	5
2019-10-17	11:50:00	105830	105895	105795	105895	7039	29622	5
2019-10-17	11:51:00	105890	105935	105885	105890	4025	15404	5
2019-10-17	11:52:00	105890	105895	105815	105865	4541	18300	5
2019-10-17	11:53:00	105860	105865	105810	105825	2462	12179	5
2019-10-17	11:54:00	105825	105985	105825	105965	6767	26519	5
2019-10-17	11:55:00	105965	106000	105940	105990	4906	20117	5
2019-10-17	11:56:00	105990	106020	105965	106015	4706	20784	5
2019-10-17	11:57:00	106010	106145	106005	106095	9670	37575	5
2019-10-17	11:58:00	106090	106195	106070	106140	5740	24094	5
2019-10-17	11:59:00	106140	106160	106100	106155	3355	14282	5
2019-10-17	12:00:00	106155	106165	105960	106015	10865	42819	5
2019-10-17	12:01:00	106015	106080	106010	106020	3480	13988	5
2019-10-17	12:02:00	106015	106075	105980	106020	4845	19874	5
2019-10-17	12:03:00	106015	106060	106005	106015	1967	9235	5
2019-10-17	12:04:00	106015	106055	105980	106035	2145	9192	5
2019-10-17	12:05:00	106035	106135	106030	106130	4419	17285	5
2019-10-17	12:06:00	106130	106165	106095	106100	5052	20253	5
2019-10-17	12:07:00	106105	106135	106075	106095	2501	10853	5
2019-10-17	12:08:00	106100	106155	106095	106135	2152	9102	5
2019-10-17	12:09:00	106130	106235	106125	106165	7276	29343	5
2019-10-17	12:10:00	106165	106215	106160	106205	2775	10620	5
2019-10-17	12:11:00	106200	106280	106175	106250	6256	22801	5
2019-10-17	12:12:00	106250	106280	106205	106215	3892	14863	5
2019-10-17	12:13:00	106220	106240	106170	106190	4222	16372	5
2019-10-17	12:14:00	106190	106240	106175	106190	2202	9037	5
2019-10-17	12:15:00	106185	106200	106105	106110	7010	27270	5
2019-10-17	12:16:00	106110	106130	106095	106105	3025	12813	5
2019-10-17	12:17:00	106100	106145	106095	106100	2360	9618	5
2019-10-17	12:18:00	106105	106125	106075	106120	2871	12003	5
2019-10-17	12:19:00	106120	106145	106055	106145	4846	18775	5
2019-10-17	12:20:00	106145	106180	106100	106105	3985	13751	5
2019-10-17	12:21:00	106110	106155	106095	106115	2943	12587	5
2019-10-17	12:22:00	106110	106120	106040	106100	4296	15930	5
2019-10-17	12:23:00	106105	106140	106090	106130	1962	7719	5
2019-10-17	12:24:00	106125	106155	106050	106050	3106	12343	5
2019-10-17	12:25:00	106050	106080	106025	106055	3103	12603	5
2019-10-17	12:26:00	106050	106095	106035	106080	1855	7446	5
2019-10-17	12:27:00	106070	106070	106005	106065	3709	13510	5
2019-10-17	12:28:00	106060	106080	106005	106015	2206	8710	5
2019-10-17	12:29:00	106015	106040	106005	106040	1556	5697	5
2019-10-17	12:30:00	106045	106060	105955	105970	5640	21059	5
2019-10-17	12:31:00	105970	106010	105930	105965	4823	18134	5
2019-10-17	12:32:00	105965	105970	105870	105920	5717	20836	5
2019-10-17	12:33:00	105920	105920	105880	105895	1888	7637	5
2019-10-17	12:34:00	105895	105940	105835	105925	4844	18787	5
2019-10-17	12:35:00	105925	105930	105775	105840	9290	38325	5
2019-10-17	12:36:00	105840	105875	105810	105850	3101	11155	5
2019-10-17	12:37:00	105850	105895	105790	105880	3966	14698	5
2019-10-17	12:38:00	105885	105935	105865	105900	3379	11891	5
2019-10-17	12:39:00	105905	105920	105880	105910	1249	4540	5
2019-10-17	12:40:00	105910	105935	105850	105915	3295	11521	5
2019-10-17	12:41:00	105915	105965	105910	105925	3816	13109	5
2019-10-17	12:42:00	105925	105965	105875	105955	3092	11597	5
2019-10-17	12:43:00	105950	105980	105920	105945	2861	10594	5
2019-10-17	12:44:00	105940	105945	105885	105930	2350	9095	5
2019-10-17	12:45:00	105930	105945	105830	105885	4515	16317	5
2019-10-17	12:46:00	105890	105935	105860	105910	2532	9371	5
2019-10-17	12:47:00	105915	105925	105855	105860	1637	6316	5
2019-10-17	12:48:00	105860	105920	105845	105895	2306	8749	5
2019-10-17	12:49:00	105895	105900	105820	105830	2154	7288	5
2019-10-17	12:50:00	105835	105835	105725	105780	8616	32535	5
2019-10-17	12:51:00	105780	105800	105730	105740	3519	14650	5
2019-10-17	12:52:00	105740	105745	105645	105665	8575	34468	5
2019-10-17	12:53:00	105670	105705	105600	105615	5530	20426	5
2019-10-17	12:54:00	105615	105685	105590	105685	5837	23087	5
2019-10-17	12:55:00	105680	105685	105640	105660	2015	7362	5
2019-10-17	12:56:00	105660	105725	105620	105720	4333	16779	5
2019-10-17	12:57:00	105715	105765	105700	105740	3724	14799	5
2019-10-17	12:58:00	105735	105760	105725	105740	1479	5156	5
2019-10-17	12:59:00	105740	105830	105740	105825	3710	13437	5
2019-10-17	13:00:00	105820	105870	105810	105835	5144	18095	5
2019-10-17	13:01:00	105830	105870	105810	105810	2101	8213	5
2019-10-17	13:02:00	105810	105820	105780	105780	3705	13717	5
2019-10-17	13:03:00	105780	105790	105715	105770	5128	20235	5
2019-10-17	13:04:00	105770	105805	105760	105795	1625	6537	5
2019-10-17	13:05:00	105800	105860	105795	105810	3049	10788	5
2019-10-17	13:06:00	105810	105840	105770	105820	2365	10060	5
2019-10-17	13:07:00	105815	105855	105795	105850	1615	6224	5
2019-10-17	13:08:00	105850	105865	105825	105850	1628	5722	5
2019-10-17	13:09:00	105850	105885	105830	105865	2292	7742	5
2019-10-17	13:10:00	105865	105870	105810	105830	2528	9857	5
2019-10-17	13:11:00	105830	105875	105820	105865	1522	6344	5
2019-10-17	13:12:00	105870	105875	105820	105835	1130	3950	5
2019-10-17	13:13:00	105830	105880	105810	105865	1591	5993	5
2019-10-17	13:14:00	105865	105885	105845	105860	1637	6282	5
2019-10-17	13:15:00	105865	105875	105840	105855	1152	4009	5
2019-10-17	13:16:00	105860	105860	105805	105850	1805	6233	5
2019-10-17	13:17:00	105850	105875	105845	105870	1500	6576	5
2019-10-17	13:18:00	105870	105885	105860	105865	1013	4575	5
2019-10-17	13:19:00	105865	105865	105825	105830	1180	4961	5
2019-10-17	13:20:00	105835	105860	105825	105855	914	3851	5
2019-10-17	13:21:00	105850	105865	105830	105845	687	2646	5
2019-10-17	13:22:00	105845	105860	105815	105855	1122	4369	5
2019-10-17	13:23:00	105860	105865	105780	105845	2935	10787	5
2019-10-17	13:24:00	105840	105905	105825	105880	3577	12982	5
2019-10-17	13:25:00	105880	105935	105865	105925	4113	15396	5
2019-10-17	13:26:00	105920	105930	105865	105885	2589	9743	5
2019-10-17	13:27:00	105885	105885	105815	105875	3496	13740	5
2019-10-17	13:28:00	105870	105880	105750	105765	4754	18430	5
2019-10-17	13:29:00	105770	105805	105725	105750	3748	14625	5
2019-10-17	13:30:00	105750	105805	105740	105785	2724	10597	5
2019-10-17	13:31:00	105790	105840	105780	105820	2714	10808	5
2019-10-17	13:32:00	105815	105855	105805	105830	1597	5945	5
2019-10-17	13:33:00	105830	105885	105830	105865	3020	11467	5
2019-10-17	13:34:00	105860	105905	105850	105885	2003	7755	5
2019-10-17	13:35:00	105890	105970	105875	105935	5914	20733	5
2019-10-17	13:36:00	105935	105945	105900	105915	2051	7880	5
2019-10-17	13:37:00	105915	105940	105905	105915	1124	4716	5
2019-10-17	13:38:00	105915	105920	105890	105905	1388	5609	5
2019-10-17	13:39:00	105900	105950	105895	105915	1578	5929	5
2019-10-17	13:40:00	105920	105930	105865	105885	2699	9319	5
2019-10-17	13:41:00	105885	105900	105845	105880	2707	10217	5
2019-10-17	13:42:00	105885	105895	105810	105830	3390	12677	5
2019-10-17	13:43:00	105835	105855	105810	105835	1846	7505	5
2019-10-17	13:44:00	105830	105840	105770	105775	2735	9395	5
2019-10-17	13:45:00	105780	105825	105745	105825	4145	15406	5
2019-10-17	13:46:00	105820	105875	105810	105860	3274	12364	5
2019-10-17	13:47:00	105855	105920	105855	105890	2749	10662	5
2019-10-17	13:48:00	105890	105905	105860	105860	1698	7484	5
2019-10-17	13:49:00	105865	105900	105845	105880	1831	7824	5
2019-10-17	13:50:00	105880	105950	105880	105930	3383	13021	5
2019-10-17	13:51:00	105935	105940	105870	105895	2990	12727	5
2019-10-17	13:52:00	105900	105910	105850	105895	2357	10007	5
2019-10-17	13:53:00	105895	105945	105880	105940	2050	8292	5
2019-10-17	13:54:00	105940	105975	105915	105920	3433	13836	5
2019-10-17	13:55:00	105925	105965	105920	105960	1888	8022	5
2019-10-17	13:56:00	105960	105965	105895	105900	2273	9954	5
2019-10-17	13:57:00	105900	105995	105900	105960	4311	18533	5
2019-10-17	13:58:00	105960	105975	105940	105950	1723	7714	5
2019-10-17	13:59:00	105955	105985	105925	105975	1685	6591	5
2019-10-17	14:00:00	105975	106020	105950	106005	4539	18918	5
2019-10-17	14:01:00	106010	106125	106005	106070	7632	28670	5
2019-10-17	14:02:00	106070	106070	106015	106035	2645	9965	5
2019-10-17	14:03:00	106040	106040	105925	105955	5596	19728	5
2019-10-17	14:04:00	105955	105995	105925	105980	2916	10996	5
2019-10-17	14:05:00	105980	105985	105870	105895	6292	25006	5
2019-10-17	14:06:00	105895	105900	105840	105865	3332	13584	5
2019-10-17	14:07:00	105865	105880	105840	105870	2135	8607	5
2019-10-17	14:08:00	105870	105890	105850	105870	1388	6058	5
2019-10-17	14:09:00	105875	105875	105795	105805	3513	13261	5
2019-10-17	14:10:00	105805	105855	105805	105840	2864	11244	5
2019-10-17	14:11:00	105845	105850	105770	105775	4454	17436	5
2019-10-17	14:12:00	105770	105785	105735	105755	4209	16453	5
2019-10-17	14:13:00	105755	105760	105690	105715	5179	20893	5
2019-10-17	14:14:00	105720	105800	105705	105790	3978	15712	5
2019-10-17	14:15:00	105795	105795	105705	105725	3493	13768	5
2019-10-17	14:16:00	105725	105780	105665	105770	6112	22167	5
2019-10-17	14:17:00	105770	105830	105760	105810	4365	16578	5
2019-10-17	14:18:00	105815	105880	105810	105875	6417	25027	5
2019-10-17	14:19:00	105875	105890	105820	105860	3369	14372	5
2019-10-17	14:20:00	105865	105880	105815	105840	2415	10738	5
2019-10-17	14:21:00	105840	105860	105785	105810	2571	10304	5
2019-10-17	14:22:00	105815	105845	105800	105835	1119	4360	5
2019-10-17	14:23:00	105835	105845	105805	105805	786	3337	5
2019-10-17	14:24:00	105810	105825	105785	105805	1237	5265	5
2019-10-17	14:25:00	105800	105810	105750	105775	2672	10479	5
2019-10-17	14:26:00	105780	105820	105765	105785	2407	10049	5
2019-10-17	14:27:00	105785	105800	105720	105735	2781	9304	5
2019-10-17	14:28:00	105735	105770	105730	105765	1111	4056	5
2019-10-17	14:29:00	105760	105800	105730	105795	1950	6915	5
2019-10-17	14:30:00	105795	105845	105785	105825	2931	12136	5
2019-10-17	14:31:00	105825	105845	105800	105830	1788	7320	5
2019-10-17	14:32:00	105830	105900	105805	105870	3728	14927	5
2019-10-17	14:33:00	105870	105925	105865	105885	3650	15042	5
2019-10-17	14:34:00	105885	105940	105885	105905	2723	10179	5
2019-10-17	14:35:00	105905	105940	105875	105910	3070	11542	5
2019-10-17	14:36:00	105905	105960	105895	105955	3154	11550	5
2019-10-17	14:37:00	105955	106020	105930	106015	4590	16767	5
2019-10-17	14:38:00	106015	106060	105970	106035	6221	24147	5
2019-10-17	14:39:00	106035	106070	106015	106035	2479	9810	5
2019-10-17	14:40:00	106035	106040	105980	106005	3334	12185	5
2019-10-17	14:41:00	106010	106055	106005	106030	2424	9628	5
2019-10-17	14:42:00	106030	106095	106010	106045	4248	15631	5
2019-10-17	14:43:00	106045	106085	106010	106060	2785	10803	5
2019-10-17	14:44:00	106060	106110	106060	106070	3218	11723	5
2019-10-17	14:45:00	106070	106140	106040	106130	4620	17278	5
2019-10-17	14:46:00	106130	106140	106090	106100	3334	12388	5
2019-10-17	14:47:00	106095	106170	106080	106150	4239	15463	5
2019-10-17	14:48:00	106145	106175	106130	106160	2864	11302	5
2019-10-17	14:49:00	106165	106185	106135	106180	2645	9984	5
2019-10-17	14:50:00	106180	106210	106145	106190	4610	17149	5
2019-10-17	14:51:00	106190	106230	106155	106195	3600	14022	5
2019-10-17	14:52:00	106195	106220	106170	106200	1758	7057	5
2019-10-17	14:53:00	106200	106240	106195	106215	2757	11216	5
2019-10-17	14:54:00	106220	106275	106210	106265	3674	15244	5
2019-10-17	14:55:00	106265	106290	106245	106250	3881	13953	5
2019-10-17	14:56:00	106255	106275	106230	106245	3342	16509	5
2019-10-17	14:57:00	106240	106340	106240	106290	6087	24490	5
2019-10-17	14:58:00	106290	106300	106205	106240	4689	18195	5
2019-10-17	14:59:00	106240	106265	106210	106235	2592	9738	5
2019-10-17	15:00:00	106235	106250	106215	106215	2169	8631	5
2019-10-17	15:01:00	106215	106230	106145	106155	5997	22603	5
2019-10-17	15:02:00	106150	106175	106115	106150	4735	16809	5
2019-10-17	15:03:00	106150	106170	106115	106135	2233	9181	5
2019-10-17	15:04:00	106135	106150	106115	106125	1630	6378	5
2019-10-17	15:05:00	106125	106130	106090	106095	3415	12399	5
2019-10-17	15:06:00	106095	106105	106070	106080	2550	9540	5
2019-10-17	15:07:00	106080	106105	106045	106065	3324	12918	5
2019-10-17	15:08:00	106065	106075	106045	106055	1643	7399	5
2019-10-17	15:09:00	106055	106055	105905	105960	9473	34416	5
2019-10-17	15:10:00	105955	105960	105825	105870	8931	32872	5
2019-10-17	15:11:00	105875	105920	105850	105915	4015	16548	5
2019-10-17	15:12:00	105910	105940	105855	105915	3681	14018	5
2019-10-17	15:13:00	105920	105925	105890	105910	1359	5907	5
2019-10-17	15:14:00	105910	105970	105910	105955	3800	13847	5
2019-10-17	15:15:00	105955	105985	105890	105900	5042	18415	5
2019-10-17	15:16:00	105900	105945	105895	105930	2016	8326	5
2019-10-17	15:17:00	105935	105960	105910	105920	1680	7349	5
2019-10-17	15:18:00	105920	105935	105900	105925	1184	4731	5
2019-10-17	15:19:00	105925	105980	105920	105970	3083	14124	5
2019-10-17	15:20:00	105975	106015	105915	105935	5462	20724	5
2019-10-17	15:21:00	105935	105960	105910	105960	1893	7354	5
2019-10-17	15:22:00	105955	105965	105910	105945	1547	5975	5
2019-10-17	15:23:00	105940	105960	105875	105900	2731	10976	5
2019-10-17	15:24:00	105900	105945	105885	105935	2163	8363	5
2019-10-17	15:25:00	105935	105980	105925	105960	2488	10225	5
2019-10-17	15:26:00	105965	105980	105950	105960	1166	4498	5
2019-10-17	15:27:00	105960	106040	105960	105995	5259	19433	5
2019-10-17	15:28:00	105995	105995	105945	105960	2267	8527	5
2019-10-17	15:29:00	105955	105980	105930	105955	1654	6346	5
2019-10-17	15:30:00	105955	105965	105840	105895	6992	27140	5
2019-10-17	15:31:00	105895	105925	105845	105910	4003	16245	5
2019-10-17	15:32:00	105910	105920	105860	105875	2739	13103	5
2019-10-17	15:33:00	105870	105905	105850	105900	2198	10428	5
2019-10-17	15:34:00	105900	105920	105865	105910	1809	7498	5
2019-10-17	15:35:00	105910	105930	105880	105885	1740	6459	5
2019-10-17	15:36:00	105880	105910	105860	105905	1634	6438	5
2019-10-17	15:37:00	105905	105945	105890	105945	2404	10652	5
2019-10-17	15:38:00	105940	105980	105935	105965	3380	13523	5
2019-10-17	15:39:00	105960	105970	105935	105960	1575	6599	5
2019-10-17	15:40:00	105965	105965	105925	105945	1908	7827	5
2019-10-17	15:41:00	105945	105960	105890	105940	2189	8857	5
2019-10-17	15:42:00	105945	106030	105920	106010	4747	19390	5
2019-10-17	15:43:00	106010	106080	106000	106045	5508	20298	5
2019-10-17	15:44:00	106045	106055	105990	106010	3530	14014	5
2019-10-17	15:45:00	106010	106040	105975	106020	3116	11892	5
2019-10-17	15:46:00	106015	106095	106000	106095	3789	14958	5
2019-10-17	15:47:00	106090	106115	106070	106090	5087	20735	5
2019-10-17	15:48:00	106095	106105	106050	106060	2592	9386	5
2019-10-17	15:49:00	106060	106065	106020	106045	1823	6279	5
2019-10-17	15:50:00	106045	106115	106040	106095	3649	13727	5
2019-10-17	15:51:00	106090	106095	106005	106040	3762	15802	5
2019-10-17	15:52:00	106040	106040	105985	105985	2531	10917	5
2019-10-17	15:53:00	105980	105980	105865	105915	8939	33992	5
2019-10-17	15:54:00	105915	105965	105910	105955	2248	8929	5
2019-10-17	15:55:00	105960	105960	105920	105960	2069	10000	5
2019-10-17	15:56:00	105965	105995	105940	105970	2290	9042	5
2019-10-17	15:57:00	105970	105990	105935	105990	1639	8315	5
2019-10-17	15:58:00	105985	106020	105955	105965	2609	12296	5
2019-10-17	15:59:00	105960	106015	105960	105995	1567	7088	5
2019-10-17	16:00:00	105995	106025	105970	106010	2374	10214	5
2019-10-17	16:01:00	106015	106040	105980	105980	1746	6590	5
2019-10-17	16:02:00	105985	105995	105970	105975	768	2933	5
2019-10-17	16:03:00	105975	105995	105955	105985	1256	4887	5
2019-10-17	16:04:00	105985	106000	105935	105995	2498	9783	5
2019-10-17	16:05:00	105995	106010	105950	105970	2053	10812	5
2019-10-17	16:06:00	105975	105980	105920	105945	2378	9786	5
2019-10-17	16:07:00	105940	105955	105910	105925	1612	7395	5
2019-10-17	16:08:00	105920	105935	105880	105900	2898	11589	5
2019-10-17	16:09:00	105900	105935	105885	105910	1884	7641	5
2019-10-17	16:10:00	105910	105920	105880	105910	1736	6375	5
2019-10-17	16:11:00	105910	105930	105845	105915	4783	19049	5
2019-10-17	16:12:00	105920	105955	105910	105940	2773	11088	5
2019-10-17	16:13:00	105940	105970	105920	105955	2215	10015	5
2019-10-17	16:14:00	105955	105985	105930	105950	2476	14384	5
2019-10-17	16:15:00	105950	105980	105915	105915	2096	8502	5
2019-10-17	16:16:00	105915	105950	105895	105930	2044	7504	5
2019-10-17	16:17:00	105930	105960	105915	105925	1029	4458	5
2019-10-17	16:18:00	105920	105930	105840	105880	5351	24858	5
2019-10-17	16:19:00	105875	105910	105875	105880	1598	6893	5
2019-10-17	16:20:00	105880	105900	105855	105890	2392	10594	5
2019-10-17	16:21:00	105885	105910	105870	105895	1315	5134	5
2019-10-17	16:22:00	105890	105925	105885	105900	1480	6217	5
2019-10-17	16:23:00	105900	105900	105870	105885	1771	8706	5
2019-10-17	16:24:00	105885	105920	105880	105900	1098	4322	5
2019-10-17	16:25:00	105895	105945	105895	105930	2221	10423	5
2019-10-17	16:26:00	105930	105975	105925	105970	3286	15974	5
2019-10-17	16:27:00	105970	106000	105960	105985	3485	15221	5
2019-10-17	16:28:00	105990	105995	105950	105975	1981	7836	5
2019-10-17	16:29:00	105975	105990	105950	105970	1517	6993	5
2019-10-17	16:30:00	105970	105995	105950	105980	1926	8144	5
2019-10-17	16:31:00	105980	106005	105965	105985	1758	7420	5
2019-10-17	16:32:00	105995	106000	105950	105975	1723	8030	5
2019-10-17	16:33:00	105975	106000	105960	105975	1457	6142	5
2019-10-17	16:34:00	105980	105980	105890	105905	4135	16386	5
2019-10-17	16:35:00	105905	105925	105865	105920	3627	15846	5
2019-10-17	16:36:00	105920	105925	105875	105885	2106	10510	5
2019-10-17	16:37:00	105885	105905	105850	105870	2803	12192	5
2019-10-17	16:38:00	105865	105900	105860	105890	1208	4810	5
2019-10-17	16:39:00	105890	105900	105860	105865	882	4030	5
2019-10-17	16:40:00	105870	105870	105780	105810	6602	26905	5
2019-10-17	16:41:00	105815	105845	105775	105835	3043	12817	5
2019-10-17	16:42:00	105830	105845	105820	105835	973	4067	5
2019-10-17	16:43:00	105835	105835	105800	105820	1357	5722	5
2019-10-17	16:44:00	105820	105845	105790	105800	1734	7094	5
2019-10-17	16:45:00	105800	105810	105775	105795	1632	6102	5
2019-10-17	16:46:00	105795	105810	105760	105800	2231	8258	5
2019-10-17	16:47:00	105800	105825	105785	105815	1652	6317	5
2019-10-17	16:48:00	105815	105835	105775	105795	2326	9359	5
2019-10-17	16:49:00	105800	105810	105765	105780	1513	6448	5
2019-10-17	16:50:00	105780	105800	105750	105760	2986	11516	5
2019-10-17	16:51:00	105760	105800	105750	105780	1333	5924	5
2019-10-17	16:52:00	105785	105795	105775	105775	588	2528	5
2019-10-17	16:53:00	105780	105785	105750	105755	919	3694	5
2019-10-17	16:54:00	105760	105810	105755	105785	1894	8099	5
2019-10-17	16:55:00	105790	105805	105750	105790	2154	9491	5
2019-10-17	16:56:00	105795	105865	105785	105830	5114	22701	5
2019-10-17	16:57:00	105825	105830	105795	105825	1510	6579	5
2019-10-17	16:58:00	105830	105850	105815	105835	1720	7586	5
2019-10-17	16:59:00	105835	105875	105815	105845	3775	14989	5
2019-10-17	17:00:00	105840	105855	105830	105840	1613	5827	5
2019-10-17	17:01:00	105840	105840	105790	105810	2060	7722	5
2019-10-17	17:02:00	105805	105815	105780	105785	1450	5601	5
2019-10-17	17:03:00	105790	105795	105740	105785	3287	13308	5
2019-10-17	17:04:00	105785	105800	105765	105790	1145	6305	5
2019-10-17	17:05:00	105790	105800	105775	105795	659	2565	5
2019-10-17	17:06:00	105795	105805	105765	105770	960	3924	5
2019-10-17	17:07:00	105775	105785	105760	105765	796	3218	5
2019-10-17	17:08:00	105770	105785	105745	105755	949	3764	5
2019-10-17	17:09:00	105755	105770	105720	105735	2219	8295	5
2019-10-17	17:10:00	105735	105770	105735	105755	1269	4871	5
2019-10-17	17:11:00	105755	105755	105680	105700	3132	11979	5
2019-10-17	17:12:00	105700	105720	105690	105690	1718	7306	5
2019-10-17	17:13:00	105695	105705	105690	105695	745	2822	5
2019-10-17	17:14:00	105690	105705	105690	105695	763	2863	5
2019-10-17	17:15:00	105695	105700	105675	105685	953	3685	5
2019-10-17	17:16:00	105690	105690	105645	105665	2268	8301	5
2019-10-17	17:17:00	105665	105680	105665	105680	654	2710	5
2019-10-17	17:18:00	105680	105680	105625	105635	1415	5518	5
2019-10-17	17:19:00	105635	105665	105635	105655	1065	4622	5
