<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019-10-14	17:22:00	105090	105095	105080	105080	5	5	5
2019-10-14	17:23:00	105075	105080	105050	105060	10	34	5
2019-10-14	17:24:00	105040	105045	105040	105045	12	12	5
2019-10-14	17:25:00	105070	105070	105070	105070	2	2	5
2019-10-14	17:26:00	105050	105050	105050	105050	1	1	5
2019-10-14	17:27:00	105090	105090	105090	105090	1	5	5
2019-10-14	17:29:00	105075	105075	105075	105075	1	1	5
2019-10-14	17:30:00	105100	105100	105100	105100	1	3	5
2019-10-14	17:32:00	105100	105115	105095	105115	5	12	5
2019-10-14	17:33:00	105115	105150	105100	105150	17	42	5
2019-10-14	17:34:00	105150	105195	105150	105165	29	93	5
2019-10-14	17:35:00	105170	105170	105150	105150	9	17	5
2019-10-14	17:36:00	105155	105155	105155	105155	1	1	5
2019-10-14	17:37:00	105150	105150	105150	105150	2	5	5
2019-10-14	17:38:00	105180	105180	105180	105180	1	1	5
2019-10-14	17:39:00	105165	105165	105155	105155	2	2	5
2019-10-14	17:40:00	105155	105170	105140	105170	7	18	5
2019-10-14	17:42:00	105130	105145	105105	105145	7	7	5
2019-10-14	17:44:00	105125	105125	105125	105125	4	23	5
2019-10-14	17:45:00	105155	105155	105135	105135	7	8	5
2019-10-14	17:46:00	105125	105145	105125	105130	5	10	5
2019-10-14	17:48:00	105130	105150	105125	105145	6	8	5
2019-10-14	17:49:00	105145	105155	105145	105155	2	6	5
2019-10-14	17:50:00	105155	105180	105140	105170	17	42	5
2019-10-14	17:51:00	105170	105170	105150	105150	7	55	5
2019-10-14	17:52:00	105150	105225	105150	105185	29	96	5
2019-10-14	17:53:00	105185	105185	105175	105185	7	8	5
2019-10-14	17:54:00	105200	105245	105200	105245	29	79	5
2019-10-15	09:00:00	105345	105425	105275	105360	40	140	5
2019-10-15	09:01:00	105310	105355	105255	105285	90	221	5
2019-10-15	09:02:00	105285	105400	105190	105225	156	412	5
2019-10-15	09:03:00	105250	105295	105205	105205	26	63	5
2019-10-15	09:04:00	105205	105245	105195	105245	34	49	5
2019-10-15	09:05:00	105245	105265	105215	105240	52	77	5
2019-10-15	09:06:00	105230	105230	105155	105175	94	130	5
2019-10-15	09:07:00	105175	105235	105175	105200	81	138	5
2019-10-15	09:08:00	105200	105215	105185	105185	9	12	5
2019-10-15	09:09:00	105185	105195	105180	105180	13	13	5
2019-10-15	09:10:00	105175	105180	105155	105160	51	78	5
2019-10-15	09:11:00	105155	105175	105150	105175	28	31	5
2019-10-15	09:12:00	105160	105160	105130	105140	28	52	5
2019-10-15	09:13:00	105145	105155	105130	105155	36	47	5
2019-10-15	09:14:00	105135	105145	105120	105130	15	17	5
2019-10-15	09:15:00	105130	105140	105105	105135	71	98	5
2019-10-15	09:16:00	105140	105160	105130	105160	18	23	5
2019-10-15	09:17:00	105175	105175	105130	105130	70	109	5
2019-10-15	09:18:00	105125	105150	105125	105140	6	10	5
2019-10-15	09:19:00	105145	105145	105050	105090	137	292	5
2019-10-15	09:20:00	105070	105070	105035	105060	53	82	5
2019-10-15	09:21:00	105040	105060	105015	105055	58	113	5
2019-10-15	09:22:00	105050	105065	105025	105035	19	36	5
2019-10-15	09:23:00	105040	105050	105035	105045	40	161	5
2019-10-15	09:24:00	105045	105055	105030	105030	19	29	5
2019-10-15	09:25:00	105015	105030	104960	105010	85	385	5
2019-10-15	09:26:00	105020	105035	105010	105035	11	11	5
2019-10-15	09:27:00	105025	105050	105025	105045	17	32	5
2019-10-15	09:28:00	105035	105050	105030	105030	28	69	5
2019-10-15	09:29:00	105055	105080	105050	105065	39	97	5
2019-10-15	09:30:00	105070	105110	105055	105055	70	251	5
2019-10-15	09:31:00	105050	105050	104970	104990	99	206	5
2019-10-15	09:32:00	104995	105000	104980	104995	15	20	5
2019-10-15	09:33:00	105000	105010	104980	104995	27	102	5
2019-10-15	09:34:00	104995	105000	104990	104990	10	11	5
2019-10-15	09:35:00	104985	105030	104985	105000	42	240	5
2019-10-15	09:36:00	105000	105005	104970	105000	26	46	5
2019-10-15	09:37:00	104990	105000	104970	104970	14	24	5
2019-10-15	09:38:00	104975	104980	104925	104975	82	166	5
2019-10-15	09:39:00	104985	105000	104975	105000	10	66	5
2019-10-15	09:40:00	105015	105020	104995	105005	17	34	5
2019-10-15	09:41:00	105020	105030	105005	105005	49	96	5
2019-10-15	09:42:00	105015	105015	104975	105000	19	26	5
2019-10-15	09:43:00	104995	104995	104970	104985	13	29	5
2019-10-15	09:44:00	104985	105010	104980	105000	28	50	5
2019-10-15	09:45:00	104995	105000	104970	105000	15	25	5
2019-10-15	09:46:00	104990	104990	104960	104965	28	58	5
2019-10-15	09:47:00	104975	104985	104965	104985	17	19	5
2019-10-15	09:48:00	105005	105005	104980	104995	24	64	5
2019-10-15	09:49:00	104980	105015	104960	104960	31	66	5
2019-10-15	09:50:00	104990	105005	104990	105000	11	24	5
2019-10-15	09:51:00	105010	105015	105000	105000	9	9	5
2019-10-15	09:52:00	105015	105015	104975	104980	10	22	5
2019-10-15	09:53:00	104990	105000	104990	104990	4	7	5
2019-10-15	09:54:00	105005	105010	105000	105010	11	39	5
2019-10-15	09:55:00	105000	105015	105000	105005	9	11	5
2019-10-15	09:56:00	105000	105000	105000	105000	9	113	5
2019-10-15	09:57:00	105005	105005	104990	105005	12	24	5
2019-10-15	09:58:00	105000	105000	104950	104975	43	76	5
2019-10-15	09:59:00	104985	105065	104985	105040	101	157	5
2019-10-15	10:00:00	105045	105070	104995	105015	41	77	5
2019-10-15	10:01:00	105025	105030	105000	105030	8	11	5
2019-10-15	10:02:00	105015	105035	105015	105035	6	11	5
2019-10-15	10:03:00	105040	105075	105040	105040	43	53	5
2019-10-15	10:04:00	105045	105065	105045	105045	8	22	5
2019-10-15	10:05:00	105065	105090	105050	105075	22	107	5
2019-10-15	10:06:00	105090	105160	105090	105140	110	309	5
2019-10-15	10:07:00	105155	105195	105140	105155	91	223	5
2019-10-15	10:08:00	105160	105160	105125	105145	31	82	5
2019-10-15	10:09:00	105150	105165	105060	105080	121	285	5
2019-10-15	10:10:00	105100	105130	105080	105110	50	103	5
2019-10-15	10:11:00	105105	105130	105085	105100	23	36	5
2019-10-15	10:12:00	105100	105145	105100	105145	25	80	5
2019-10-15	10:13:00	105145	105245	105145	105235	68	119	5
2019-10-15	10:14:00	105240	105325	105240	105275	81	238	5
2019-10-15	10:15:00	105255	105285	105210	105230	57	104	5
2019-10-15	10:16:00	105220	105390	105215	105390	70	170	5
2019-10-15	10:17:00	105360	105365	105300	105325	42	106	5
2019-10-15	10:18:00	105325	105385	105275	105335	54	129	5
2019-10-15	10:19:00	105355	105445	105355	105430	70	182	5
2019-10-15	10:20:00	105435	105485	105395	105395	62	120	5
2019-10-15	10:21:00	105410	105465	105385	105460	36	90	5
2019-10-15	10:22:00	105465	105480	105405	105405	141	691	5
2019-10-15	10:23:00	105400	105450	105365	105390	110	555	5
2019-10-15	10:24:00	105375	105405	105355	105355	48	80	5
2019-10-15	10:25:00	105350	105360	105300	105335	74	148	5
2019-10-15	10:26:00	105350	105370	105325	105355	15	28	5
2019-10-15	10:27:00	105370	105380	105335	105335	32	77	5
2019-10-15	10:28:00	105330	105395	105325	105365	30	80	5
2019-10-15	10:29:00	105355	105360	105325	105340	10	12	5
2019-10-15	10:30:00	105325	105400	105245	105390	94	213	5
2019-10-15	10:31:00	105405	105460	105315	105330	97	206	5
2019-10-15	10:32:00	105330	105360	105260	105315	39	68	5
2019-10-15	10:33:00	105280	105335	105275	105295	35	92	5
2019-10-15	10:34:00	105300	105330	105050	105255	176	812	5
2019-10-15	10:35:00	105280	105315	105265	105300	28	50	5
2019-10-15	10:36:00	105310	105310	105245	105305	37	79	5
2019-10-15	10:37:00	105300	105375	105275	105360	34	112	5
2019-10-15	10:38:00	105355	105365	105295	105315	35	65	5
2019-10-15	10:39:00	105310	105335	105275	105335	34	81	5
2019-10-15	10:40:00	105340	105350	105280	105335	141	567	5
2019-10-15	10:41:00	105345	105410	105335	105365	71	125	5
2019-10-15	10:42:00	105375	105450	105335	105335	83	220	5
2019-10-15	10:43:00	105325	105330	105295	105315	30	57	5
2019-10-15	10:44:00	105325	105325	105145	105195	137	367	5
2019-10-15	10:45:00	105180	105240	105120	105235	120	296	5
2019-10-15	10:46:00	105220	105235	105180	105190	36	74	5
2019-10-15	10:47:00	105220	105275	105220	105255	49	96	5
2019-10-15	10:48:00	105240	105250	105190	105190	29	57	5
2019-10-15	10:49:00	105185	105190	105150	105150	46	125	5
2019-10-15	10:50:00	105160	105165	105085	105120	65	115	5
2019-10-15	10:51:00	105120	105175	105120	105145	33	70	5
2019-10-15	10:52:00	105120	105125	105070	105075	69	137	5
2019-10-15	10:53:00	105065	105120	105025	105025	72	162	5
2019-10-15	10:54:00	105030	105030	104945	104945	182	517	5
2019-10-15	10:55:00	104965	104970	104880	104940	122	493	5
2019-10-15	10:56:00	104935	104955	104905	104935	47	172	5
2019-10-15	10:57:00	104945	105015	104920	104930	108	407	5
2019-10-15	10:58:00	104940	105015	104940	105015	44	184	5
2019-10-15	10:59:00	105005	105030	104995	105020	53	153	5
2019-10-15	11:00:00	105020	105040	104975	105030	44	64	5
2019-10-15	11:01:00	105045	105065	105020	105040	133	480	5
2019-10-15	11:02:00	105040	105120	105040	105100	76	172	5
2019-10-15	11:03:00	105085	105115	105085	105110	48	173	5
2019-10-15	11:04:00	105115	105155	105115	105155	33	62	5
2019-10-15	11:05:00	105160	105185	105120	105150	53	104	5
2019-10-15	11:06:00	105155	105175	105100	105100	52	134	5
2019-10-15	11:07:00	105105	105135	105090	105120	30	66	5
2019-10-15	11:08:00	105115	105135	105095	105100	86	409	5
2019-10-15	11:09:00	105095	105100	105040	105060	85	157	5
2019-10-15	11:10:00	105045	105140	105010	105140	125	677	5
2019-10-15	11:11:00	105125	105175	105105	105170	48	92	5
2019-10-15	11:12:00	105175	105225	105135	105225	70	245	5
2019-10-15	11:13:00	105225	105330	105210	105325	135	436	5
2019-10-15	11:14:00	105320	105335	105275	105275	45	165	5
2019-10-15	11:15:00	105300	105310	105210	105245	114	608	5
2019-10-15	11:16:00	105250	105310	105245	105270	33	82	5
2019-10-15	11:17:00	105260	105310	105245	105310	30	74	5
2019-10-15	11:18:00	105310	105360	105270	105345	69	219	5
2019-10-15	11:19:00	105325	105375	105320	105350	60	103	5
2019-10-15	11:20:00	105350	105395	105350	105370	59	102	5
2019-10-15	11:21:00	105350	105390	105335	105370	73	154	5
2019-10-15	11:22:00	105370	105380	105330	105350	46	99	5
2019-10-15	11:23:00	105345	105350	105310	105325	83	193	5
2019-10-15	11:24:00	105310	105310	105250	105305	89	240	5
2019-10-15	11:25:00	105300	105320	105280	105310	41	72	5
2019-10-15	11:26:00	105305	105355	105300	105350	41	90	5
2019-10-15	11:27:00	105350	105455	105300	105425	201	527	5
2019-10-15	11:28:00	105415	105425	105380	105400	42	76	5
2019-10-15	11:29:00	105395	105395	105305	105315	86	182	5
2019-10-15	11:30:00	105315	105355	105235	105240	81	178	5
2019-10-15	11:31:00	105295	105300	105260	105280	33	57	5
2019-10-15	11:32:00	105295	105380	105295	105325	56	164	5
2019-10-15	11:33:00	105330	105415	105315	105340	311	1749	5
2019-10-15	11:34:00	105340	105365	105325	105365	30	71	5
2019-10-15	11:35:00	105375	105485	105360	105455	198	527	5
2019-10-15	11:36:00	105455	105475	105420	105445	83	117	5
2019-10-15	11:37:00	105440	105450	105410	105430	48	114	5
2019-10-15	11:38:00	105445	105530	105440	105505	137	258	5
2019-10-15	11:39:00	105505	105535	105480	105495	106	198	5
2019-10-15	11:40:00	105520	105580	105520	105570	135	261	5
2019-10-15	11:41:00	105570	105590	105500	105530	116	229	5
2019-10-15	11:42:00	105535	105535	105465	105500	104	215	5
2019-10-15	11:43:00	105500	105525	105460	105460	49	92	5
2019-10-15	11:44:00	105470	105525	105435	105470	273	1221	5
2019-10-15	11:45:00	105470	105500	105450	105485	75	167	5
2019-10-15	11:46:00	105475	105525	105465	105500	70	162	5
2019-10-15	11:47:00	105510	105515	105495	105510	26	40	5
2019-10-15	11:48:00	105515	105515	105475	105485	66	296	5
2019-10-15	11:49:00	105480	105485	105465	105475	54	167	5
2019-10-15	11:50:00	105495	105505	105475	105505	28	48	5
2019-10-15	11:51:00	105495	105515	105415	105515	186	756	5
2019-10-15	11:52:00	105525	105650	105500	105615	164	329	5
2019-10-15	11:53:00	105620	105620	105590	105610	40	65	5
2019-10-15	11:54:00	105610	105635	105600	105615	58	122	5
2019-10-15	11:55:00	105600	105650	105585	105650	79	183	5
2019-10-15	11:56:00	105640	105730	105625	105715	167	405	5
2019-10-15	11:57:00	105715	105740	105705	105735	96	160	5
2019-10-15	11:58:00	105730	105750	105710	105715	88	198	5
2019-10-15	11:59:00	105715	105750	105695	105750	122	224	5
2019-10-15	12:00:00	105750	105790	105735	105740	146	261	5
2019-10-15	12:01:00	105755	105795	105750	105785	80	213	5
2019-10-15	12:02:00	105785	105800	105725	105750	72	103	5
2019-10-15	12:03:00	105740	105750	105705	105720	50	146	5
2019-10-15	12:04:00	105725	105740	105705	105705	67	162	5
2019-10-15	12:05:00	105705	105735	105705	105715	51	87	5
2019-10-15	12:06:00	105710	105750	105690	105750	45	72	5
2019-10-15	12:07:00	105740	105775	105740	105755	42	69	5
2019-10-15	12:08:00	105760	105790	105740	105780	45	100	5
2019-10-15	12:09:00	105760	105850	105745	105805	158	423	5
2019-10-15	12:10:00	105810	105860	105805	105820	112	244	5
2019-10-15	12:11:00	105815	105815	105785	105815	77	161	5
2019-10-15	12:12:00	105805	105805	105770	105800	35	109	5
2019-10-15	12:13:00	105790	105800	105770	105785	31	81	5
2019-10-15	12:14:00	105795	105795	105765	105770	30	46	5
2019-10-15	12:15:00	105785	105830	105785	105815	84	250	5
2019-10-15	12:16:00	105805	105840	105785	105800	104	214	5
2019-10-15	12:17:00	105795	105830	105790	105830	29	58	5
2019-10-15	12:18:00	105830	105845	105785	105820	53	101	5
2019-10-15	12:19:00	105830	105855	105825	105845	42	64	5
2019-10-15	12:20:00	105850	105880	105825	105880	57	134	5
2019-10-15	12:21:00	105875	105875	105780	105780	63	119	5
2019-10-15	12:22:00	105780	105800	105755	105765	82	342	5
2019-10-15	12:23:00	105775	105850	105775	105850	118	262	5
2019-10-15	12:24:00	105830	105875	105830	105870	76	232	5
2019-10-15	12:25:00	105855	105910	105845	105890	114	239	5
2019-10-15	12:26:00	105890	105890	105875	105890	20	44	5
2019-10-15	12:27:00	105900	105920	105875	105900	80	156	5
2019-10-15	12:28:00	105900	105915	105880	105890	45	88	5
2019-10-15	12:29:00	105875	105895	105875	105895	33	60	5
2019-10-15	12:30:00	105900	105910	105875	105895	75	135	5
2019-10-15	12:31:00	105905	105945	105905	105920	90	298	5
2019-10-15	12:32:00	105930	105930	105900	105920	44	108	5
2019-10-15	12:33:00	105930	105935	105880	105880	61	101	5
2019-10-15	12:34:00	105880	105890	105850	105850	43	86	5
2019-10-15	12:35:00	105845	105850	105815	105815	33	78	5
2019-10-15	12:36:00	105810	105830	105805	105815	28	83	5
2019-10-15	12:37:00	105810	105825	105790	105825	50	118	5
2019-10-15	12:38:00	105825	105825	105810	105810	30	53	5
2019-10-15	12:39:00	105805	105850	105795	105810	44	114	5
2019-10-15	12:40:00	105800	105850	105800	105810	25	36	5
2019-10-15	12:41:00	105810	105830	105805	105805	29	44	5
2019-10-15	12:42:00	105800	105830	105800	105820	13	25	5
2019-10-15	12:43:00	105820	105840	105805	105835	17	30	5
2019-10-15	12:44:00	105830	105870	105830	105855	23	40	5
2019-10-15	12:45:00	105840	105845	105830	105830	18	31	5
2019-10-15	12:46:00	105840	105840	105790	105800	23	35	5
2019-10-15	12:47:00	105800	105825	105800	105810	14	26	5
2019-10-15	12:48:00	105820	105840	105810	105840	18	39	5
2019-10-15	12:49:00	105845	105895	105835	105870	42	78	5
2019-10-15	12:50:00	105875	105875	105860	105860	6	6	5
2019-10-15	12:51:00	105890	105925	105880	105890	50	104	5
2019-10-15	12:52:00	105890	105920	105890	105905	23	41	5
2019-10-15	12:53:00	105895	105905	105875	105900	37	82	5
2019-10-15	12:54:00	105890	105915	105835	105855	30	83	5
2019-10-15	12:55:00	105840	105855	105830	105855	17	31	5
2019-10-15	12:56:00	105855	105860	105840	105850	11	18	5
2019-10-15	12:57:00	105850	105850	105815	105815	27	72	5
2019-10-15	12:58:00	105810	105835	105805	105815	18	42	5
2019-10-15	12:59:00	105815	105825	105805	105805	7	11	5
2019-10-15	13:00:00	105815	105830	105800	105810	42	68	5
2019-10-15	13:01:00	105810	105815	105780	105795	50	97	5
2019-10-15	13:02:00	105805	105825	105800	105825	10	17	5
2019-10-15	13:03:00	105820	105835	105815	105815	27	48	5
2019-10-15	13:04:00	105815	105835	105790	105795	104	569	5
2019-10-15	13:05:00	105795	105815	105795	105805	7	12	5
2019-10-15	13:06:00	105805	105815	105805	105805	10	11	5
2019-10-15	13:07:00	105810	105820	105795	105815	21	29	5
2019-10-15	13:08:00	105805	105815	105780	105780	35	75	5
2019-10-15	13:09:00	105790	105830	105790	105815	23	28	5
2019-10-15	13:10:00	105810	105835	105810	105835	23	83	5
2019-10-15	13:11:00	105835	105840	105820	105825	20	31	5
2019-10-15	13:12:00	105810	105820	105810	105815	13	37	5
2019-10-15	13:13:00	105820	105835	105815	105835	12	25	5
2019-10-15	13:14:00	105825	105840	105800	105825	50	341	5
2019-10-15	13:15:00	105835	105835	105810	105830	15	23	5
2019-10-15	13:16:00	105825	105835	105825	105825	8	9	5
2019-10-15	13:17:00	105825	105825	105805	105810	7	15	5
2019-10-15	13:18:00	105805	105805	105795	105805	13	29	5
2019-10-15	13:19:00	105795	105805	105790	105805	16	23	5
2019-10-15	13:20:00	105805	105810	105790	105800	11	19	5
2019-10-15	13:21:00	105805	105805	105785	105805	27	38	5
2019-10-15	13:22:00	105805	105810	105735	105760	63	159	5
2019-10-15	13:23:00	105765	105790	105765	105775	17	30	5
2019-10-15	13:24:00	105785	105785	105765	105775	17	33	5
2019-10-15	13:25:00	105770	105800	105770	105785	13	15	5
2019-10-15	13:26:00	105780	105780	105745	105755	17	28	5
2019-10-15	13:27:00	105765	105790	105765	105765	8	12	5
2019-10-15	13:28:00	105770	105770	105740	105750	25	35	5
2019-10-15	13:29:00	105750	105775	105690	105730	192	726	5
2019-10-15	13:30:00	105700	105715	105680	105705	40	58	5
2019-10-15	13:31:00	105685	105705	105685	105690	25	49	5
2019-10-15	13:32:00	105700	105725	105695	105715	43	126	5
2019-10-15	13:33:00	105710	105755	105710	105755	31	63	5
2019-10-15	13:34:00	105750	105750	105740	105745	9	20	5
2019-10-15	13:35:00	105755	105755	105725	105740	24	44	5
2019-10-15	13:36:00	105735	105740	105705	105720	27	56	5
2019-10-15	13:37:00	105725	105745	105720	105735	13	19	5
2019-10-15	13:38:00	105740	105765	105740	105765	15	18	5
2019-10-15	13:39:00	105755	105760	105750	105760	19	41	5
2019-10-15	13:40:00	105755	105780	105750	105780	19	38	5
2019-10-15	13:41:00	105775	105775	105740	105750	37	129	5
2019-10-15	13:42:00	105745	105760	105745	105755	22	64	5
2019-10-15	13:43:00	105755	105755	105745	105750	9	23	5
2019-10-15	13:44:00	105755	105765	105755	105760	3	3	5
2019-10-15	13:45:00	105770	105795	105765	105775	28	48	5
2019-10-15	13:46:00	105765	105770	105750	105750	12	32	5
2019-10-15	13:47:00	105755	105775	105755	105770	20	37	5
2019-10-15	13:48:00	105760	105800	105760	105795	27	63	5
2019-10-15	13:49:00	105785	105795	105765	105765	8	13	5
2019-10-15	13:50:00	105760	105770	105735	105735	20	37	5
2019-10-15	13:51:00	105730	105745	105725	105745	37	75	5
2019-10-15	13:52:00	105750	105760	105740	105760	18	31	5
2019-10-15	13:53:00	105755	105790	105755	105775	17	38	5
2019-10-15	13:54:00	105785	105805	105780	105800	38	60	5
2019-10-15	13:55:00	105800	105880	105800	105825	150	292	5
2019-10-15	13:56:00	105825	105840	105820	105835	30	48	5
2019-10-15	13:57:00	105835	105840	105830	105830	15	27	5
2019-10-15	13:58:00	105835	105835	105820	105825	6	6	5
2019-10-15	13:59:00	105820	105870	105820	105855	46	102	5
2019-10-15	14:00:00	105850	105885	105850	105850	36	66	5
2019-10-15	14:01:00	105850	105860	105840	105850	45	67	5
2019-10-15	14:02:00	105850	105850	105790	105805	27	32	5
2019-10-15	14:03:00	105800	105820	105800	105805	12	14	5
2019-10-15	14:04:00	105795	105820	105795	105805	41	77	5
2019-10-15	14:05:00	105805	105810	105795	105800	23	50	5
2019-10-15	14:06:00	105800	105820	105800	105805	14	68	5
2019-10-15	14:07:00	105800	105805	105775	105790	22	34	5
2019-10-15	14:08:00	105790	105810	105775	105785	19	27	5
2019-10-15	14:09:00	105790	105805	105790	105800	7	10	5
2019-10-15	14:10:00	105805	105815	105795	105795	7	7	5
2019-10-15	14:11:00	105800	105800	105775	105790	17	32	5
2019-10-15	14:12:00	105800	105800	105780	105785	11	15	5
2019-10-15	14:13:00	105790	105795	105775	105775	50	322	5
2019-10-15	14:14:00	105775	105780	105760	105775	24	106	5
2019-10-15	14:15:00	105770	105800	105770	105790	10	10	5
2019-10-15	14:16:00	105800	105815	105800	105800	34	66	5
2019-10-15	14:17:00	105805	105820	105800	105815	11	20	5
2019-10-15	14:18:00	105820	105845	105805	105805	43	76	5
2019-10-15	14:19:00	105800	105810	105795	105795	12	15	5
2019-10-15	14:20:00	105810	105815	105805	105815	16	31	5
2019-10-15	14:21:00	105815	105825	105810	105815	22	39	5
